approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.4459),(0.8000|0.4156),0.3871,0.1381,0.2835,0.1857
all_code_uc_chains_bge,15%,(1.0000|0.4459),(0.8000|0.4156),0.3826,0.1525,0.2489,0.1891
all_code_uc_chains_bge,10%,(1.0000|0.4459),(0.8000|0.4156),0.3723,0.1689,0.2296,0.1946
