approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.5000),(0.7143|0.4545),0.3613,0.1344,0.2969,0.1851
all_code_uc_chains_bge,15%,(1.0000|0.5000),(0.7143|0.4545),0.3488,0.1488,0.2496,0.1865
all_code_uc_chains_bge,10%,(1.0000|0.5000),(0.7143|0.4545),0.3436,0.1724,0.2223,0.1942
