approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.5991),(0.7692|0.7792),0.3719,0.1859,0.3518,0.2433
all_code_uc_chains_bge,15%,(1.0000|0.5991),(0.7692|0.7792),0.3602,0.1899,0.3114,0.2359
all_code_uc_chains_bge,10%,(1.0000|0.5991),(0.7692|0.7792),0.3504,0.2106,0.2872,0.2430
