approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.6712),(0.7722|0.7922),0.3558,0.0836,0.5345,0.1446
all_code_uc_chains_bge,15%,(1.0000|0.6712),(0.7722|0.7922),0.3691,0.0974,0.4839,0.1622
all_code_uc_chains_bge,10%,(1.0000|0.6712),(0.7722|0.7922),0.3822,0.1234,0.4287,0.1917
