approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.5000),(0.7143|0.4545),0.3636,0.1243,0.3089,0.1772
all_code_uc_chains_bge,15%,(1.0000|0.5000),(0.7143|0.4545),0.3514,0.1265,0.2536,0.1688
all_code_uc_chains_bge,10%,(1.0000|0.5000),(0.7143|0.4545),0.3351,0.1550,0.2095,0.1782
