approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.8750|0.6176),(1.0000|0.5970),0.7156,0.5198,0.1640,0.2493
all_code_uc_chains_bge,15%,(0.8750|0.6176),(1.0000|0.5970),0.7339,0.5455,0.1406,0.2236
all_code_uc_chains_bge,10%,(0.8750|0.6176),(1.0000|0.5970),0.7372,0.6067,0.1096,0.1856
