approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.8750|0.6176),(1.0000|0.5970),0.7234,0.5282,0.1627,0.2488
all_code_uc_chains_bge,15%,(0.8750|0.6176),(1.0000|0.5970),0.7217,0.5709,0.1539,0.2424
all_code_uc_chains_bge,10%,(0.8750|0.6176),(1.0000|0.5970),0.7153,0.5920,0.1370,0.2225
