approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.8286|0.4265),(1.0000|0.4030),0.4940,0.3745,0.1287,0.1915
all_code_uc_chains_bge,15%,(0.8286|0.4265),(1.0000|0.4030),0.5049,0.3948,0.0947,0.1528
all_code_uc_chains_bge,10%,(0.8286|0.4265),(1.0000|0.4030),0.4929,0.4000,0.0752,0.1265
