approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.8793|0.7500),(1.0000|0.7910),0.6924,0.4772,0.2191,0.3003
all_code_uc_chains_bge,15%,(0.8793|0.7500),(1.0000|0.7910),0.7018,0.5319,0.1898,0.2798
all_code_uc_chains_bge,10%,(0.8793|0.7500),(1.0000|0.7910),0.7219,0.5600,0.1514,0.2384
