approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.8644|0.7500),(1.0000|0.8955),0.6611,0.4498,0.2921,0.3541
all_code_uc_chains_bge,15%,(0.8644|0.7500),(1.0000|0.8955),0.6987,0.4899,0.2406,0.3227
all_code_uc_chains_bge,10%,(0.8644|0.7500),(1.0000|0.8955),0.7217,0.5409,0.1895,0.2807
