approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.7273),(0.5362|0.9487),0.6428,0.3269,0.4210,0.3680
all_code_uc_chains_bge,15%,(1.0000|0.7273),(0.5362|0.9487),0.6616,0.3613,0.3840,0.3723
all_code_uc_chains_bge,10%,(1.0000|0.7273),(0.5362|0.9487),0.6905,0.3956,0.3063,0.3453
