approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.8727),(0.3514|1.0000),0.6186,0.2955,0.5190,0.3766
all_code_uc_chains_bge,15%,(1.0000|0.8727),(0.3514|1.0000),0.6355,0.3356,0.4588,0.3877
all_code_uc_chains_bge,10%,(1.0000|0.8727),(0.3514|1.0000),0.6487,0.3750,0.3756,0.3753
