approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.9554),(0.7725|1.0000),0.2968,0.0443,0.5336,0.0817
all_code_uc_chains_bge,15%,(1.0000|0.9554),(0.7725|1.0000),0.3055,0.0533,0.4864,0.0960
all_code_uc_chains_bge,10%,(1.0000|0.9554),(0.7725|1.0000),0.3147,0.0681,0.4216,0.1172
