approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.3438),(0.8730|0.3374),0.2432,0.0932,0.1695,0.1202
all_code_uc_chains_bge,15%,(1.0000|0.3438),(0.8730|0.3374),0.2471,0.0990,0.1495,0.1191
all_code_uc_chains_bge,10%,(1.0000|0.3438),(0.8730|0.3374),0.2427,0.1178,0.1347,0.1257
