approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.1518),(0.9048|0.1166),0.2983,0.1532,0.0972,0.1189
all_code_uc_chains_bge,15%,(1.0000|0.1518),(0.9048|0.1166),0.2836,0.1532,0.0810,0.1059
all_code_uc_chains_bge,10%,(1.0000|0.1518),(0.9048|0.1166),0.2836,0.1752,0.0810,0.1107
