approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.4732),(0.7619|0.4908),0.2832,0.0710,0.2628,0.1118
all_code_uc_chains_bge,15%,(1.0000|0.4732),(0.7619|0.4908),0.2880,0.0843,0.2334,0.1238
all_code_uc_chains_bge,10%,(1.0000|0.4732),(0.7619|0.4908),0.3044,0.1032,0.2115,0.1387
