approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(1.0000|0.4732),(0.7619|0.4908),0.2879,0.0752,0.2529,0.1159
all_code_uc_chains_bge,15%,(1.0000|0.4732),(0.7619|0.4908),0.2912,0.0909,0.2299,0.1303
all_code_uc_chains_bge,10%,(1.0000|0.4732),(0.7619|0.4908),0.3081,0.1094,0.2060,0.1429
