approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.9067|0.7640),(1.0000|0.6140),0.5922,0.3570,0.4206,0.3862
all_code_uc_chains_bge,15%,(0.9067|0.7640),(1.0000|0.6140),0.5865,0.3772,0.3516,0.3639
all_code_uc_chains_bge,10%,(0.9067|0.7640),(1.0000|0.6140),0.5802,0.3928,0.3234,0.3547
