approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.8875|0.7978),(1.0000|0.7018),0.6296,0.3018,0.5268,0.3837
all_code_uc_chains_bge,15%,(0.8875|0.7978),(1.0000|0.7018),0.6366,0.3565,0.4741,0.4070
all_code_uc_chains_bge,10%,(0.8875|0.7978),(1.0000|0.7018),0.6392,0.4208,0.4100,0.4153
