approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.9130|0.4719),(1.0000|0.2105),0.4726,0.2711,0.3050,0.2871
all_code_uc_chains_bge,15%,(0.9130|0.4719),(1.0000|0.2105),0.4636,0.3110,0.2885,0.2993
all_code_uc_chains_bge,10%,(0.9130|0.4719),(1.0000|0.2105),0.4527,0.3001,0.2776,0.2884
