approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.9067|0.7640),(1.0000|0.6140),0.5832,0.2979,0.4551,0.3601
all_code_uc_chains_bge,15%,(0.9067|0.7640),(1.0000|0.6140),0.5916,0.3509,0.4201,0.3824
all_code_uc_chains_bge,10%,(0.9067|0.7640),(1.0000|0.6140),0.5956,0.3933,0.3517,0.3713
