approach,top@p,code filter,uc filter,map,precision,recall,f1
all_code_uc_chains_bge,20%,(0.9254|0.6966),(1.0000|0.4035),0.4646,0.2475,0.3308,0.2832
all_code_uc_chains_bge,15%,(0.9254|0.6966),(1.0000|0.4035),0.4648,0.2910,0.3097,0.3001
all_code_uc_chains_bge,10%,(0.9254|0.6966),(1.0000|0.4035),0.4527,0.3010,0.2216,0.2553
